"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Avg Daily Max Air Temperature (F)	Avg Daily Min Air Temperature (F)
	"Flagler County, FL"	"12035"	"1989"	"1989"	"Sep"	"9"	85.42	75.39
	"Flagler County, FL"	"12035"	"1989"	"1989"	"Oct"	"10"	80.71	66.94
	"Flagler County, FL"	"12035"	"1989"	"1989"	"Nov"	"11"	75.87	58.60
	"Flagler County, FL"	"12035"	"1989"	"1989"	"Dec"	"12"	63.53	44.53
"Total"	"Flagler County, FL"	"12035"	"1989"	"1989"			79.92	64.26
	"Flagler County, FL"	"12035"	"1990"	"1990"	"Jan"	"1"	72.34	54.33
	"Flagler County, FL"	"12035"	"1990"	"1990"	"Feb"	"2"	74.19	59.46
	"Flagler County, FL"	"12035"	"1990"	"1990"	"Mar"	"3"	76.53	58.67
	"Flagler County, FL"	"12035"	"1990"	"1990"	"Apr"	"4"	78.21	60.11
	"Flagler County, FL"	"12035"	"1990"	"1990"	"May"	"5"	86.15	68.47
	"Flagler County, FL"	"12035"	"1990"	"1990"	"Jun"	"6"	88.86	74.58
	"Flagler County, FL"	"12035"	"1990"	"1990"	"Jul"	"7"	89.50	76.46
	"Flagler County, FL"	"12035"	"1990"	"1990"	"Aug"	"8"	89.46	77.74
	"Flagler County, FL"	"12035"	"1990"	"1990"	"Sep"	"9"	88.26	73.85
	"Flagler County, FL"	"12035"	"1990"	"1990"	"Oct"	"10"	82.58	69.04
	"Flagler County, FL"	"12035"	"1990"	"1990"	"Nov"	"11"	76.07	59.65
	"Flagler County, FL"	"12035"	"1990"	"1990"	"Dec"	"12"	74.94	57.32
"Total"	"Flagler County, FL"	"12035"	"1990"	"1990"			81.47	65.84
	"Flagler County, FL"	"12035"	"1991"	"1991"	"Jan"	"1"	71.93	57.47
	"Flagler County, FL"	"12035"	"1991"	"1991"	"Feb"	"2"	71.19	52.37
	"Flagler County, FL"	"12035"	"1991"	"1991"	"Mar"	"3"	75.53	56.43
	"Flagler County, FL"	"12035"	"1991"	"1991"	"Apr"	"4"	81.79	66.93
	"Flagler County, FL"	"12035"	"1991"	"1991"	"May"	"5"	84.93	72.38
	"Flagler County, FL"	"12035"	"1991"	"1991"	"Jun"	"6"	85.75	74.30
	"Flagler County, FL"	"12035"	"1991"	"1991"	"Jul"	"7"	87.73	77.54
	"Flagler County, FL"	"12035"	"1991"	"1991"	"Aug"	"8"	88.10	77.38
	"Flagler County, FL"	"12035"	"1991"	"1991"	"Sep"	"9"	84.95	74.01
	"Flagler County, FL"	"12035"	"1991"	"1991"	"Oct"	"10"	80.60	67.00
	"Flagler County, FL"	"12035"	"1991"	"1991"	"Nov"	"11"	71.91	56.74
	"Flagler County, FL"	"12035"	"1991"	"1991"	"Dec"	"12"	72.36	57.58
"Total"	"Flagler County, FL"	"12035"	"1991"	"1991"			79.79	65.93
	"Flagler County, FL"	"12035"	"1992"	"1992"	"Jan"	"1"	66.07	49.60
	"Flagler County, FL"	"12035"	"1992"	"1992"	"Feb"	"2"	71.24	53.58
	"Flagler County, FL"	"12035"	"1992"	"1992"	"Mar"	"3"	73.39	54.05
	"Flagler County, FL"	"12035"	"1992"	"1992"	"Apr"	"4"	76.46	59.55
	"Flagler County, FL"	"12035"	"1992"	"1992"	"May"	"5"	81.86	63.97
	"Flagler County, FL"	"12035"	"1992"	"1992"	"Jun"	"6"	86.35	75.10
	"Flagler County, FL"	"12035"	"1992"	"1992"	"Jul"	"7"	91.09	76.76
	"Flagler County, FL"	"12035"	"1992"	"1992"	"Aug"	"8"	87.31	77.29
	"Flagler County, FL"	"12035"	"1992"	"1992"	"Sep"	"9"	84.90	75.24
	"Flagler County, FL"	"12035"	"1992"	"1992"	"Oct"	"10"	79.49	64.89
	"Flagler County, FL"	"12035"	"1992"	"1992"	"Nov"	"11"	74.43	62.08
	"Flagler County, FL"	"12035"	"1992"	"1992"	"Dec"	"12"	71.26	55.16
"Total"	"Flagler County, FL"	"12035"	"1992"	"1992"			78.67	63.95
	"Flagler County, FL"	"12035"	"1993"	"1993"	"Jan"	"1"	72.33	59.11
	"Flagler County, FL"	"12035"	"1993"	"1993"	"Feb"	"2"	68.15	50.89
	"Flagler County, FL"	"12035"	"1993"	"1993"	"Mar"	"3"	71.87	52.92
	"Flagler County, FL"	"12035"	"1993"	"1993"	"Apr"	"4"	75.48	55.01
	"Flagler County, FL"	"12035"	"1993"	"1993"	"May"	"5"	81.61	65.65
	"Flagler County, FL"	"12035"	"1993"	"1993"	"Jun"	"6"	87.70	73.69
	"Flagler County, FL"	"12035"	"1993"	"1993"	"Jul"	"7"	90.36	78.51
	"Flagler County, FL"	"12035"	"1993"	"1993"	"Aug"	"8"	90.31	77.23
	"Flagler County, FL"	"12035"	"1993"	"1993"	"Sep"	"9"	87.29	75.97
	"Flagler County, FL"	"12035"	"1993"	"1993"	"Oct"	"10"	82.02	68.51
	"Flagler County, FL"	"12035"	"1993"	"1993"	"Nov"	"11"	75.52	61.68
	"Flagler County, FL"	"12035"	"1993"	"1993"	"Dec"	"12"	66.17	49.02
"Total"	"Flagler County, FL"	"12035"	"1993"	"1993"			79.13	64.10
	"Flagler County, FL"	"12035"	"1994"	"1994"	"Jan"	"1"	66.84	52.56
	"Flagler County, FL"	"12035"	"1994"	"1994"	"Feb"	"2"	72.44	56.63
	"Flagler County, FL"	"12035"	"1994"	"1994"	"Mar"	"3"	75.66	55.69
	"Flagler County, FL"	"12035"	"1994"	"1994"	"Apr"	"4"	80.37	64.32
	"Flagler County, FL"	"12035"	"1994"	"1994"	"May"	"5"	83.76	68.06
	"Flagler County, FL"	"12035"	"1994"	"1994"	"Jun"	"6"	87.57	75.72
	"Flagler County, FL"	"12035"	"1994"	"1994"	"Jul"	"7"	88.09	77.14
	"Flagler County, FL"	"12035"	"1994"	"1994"	"Aug"	"8"	86.55	76.28
	"Flagler County, FL"	"12035"	"1994"	"1994"	"Sep"	"9"	84.96	73.87
	"Flagler County, FL"	"12035"	"1994"	"1994"	"Oct"	"10"	81.27	70.26
	"Flagler County, FL"	"12035"	"1994"	"1994"	"Nov"	"11"	77.86	64.68
	"Flagler County, FL"	"12035"	"1994"	"1994"	"Dec"	"12"	71.34	58.50
"Total"	"Flagler County, FL"	"12035"	"1994"	"1994"			79.75	66.18
	"Flagler County, FL"	"12035"	"1995"	"1995"	"Jan"	"1"	66.63	48.94
	"Flagler County, FL"	"12035"	"1995"	"1995"	"Feb"	"2"	68.71	49.18
	"Flagler County, FL"	"12035"	"1995"	"1995"	"Mar"	"3"	74.29	59.30
	"Flagler County, FL"	"12035"	"1995"	"1995"	"Apr"	"4"	79.02	62.48
	"Flagler County, FL"	"12035"	"1995"	"1995"	"May"	"5"	86.46	69.99
	"Flagler County, FL"	"12035"	"1995"	"1995"	"Jun"	"6"	86.52	73.84
	"Flagler County, FL"	"12035"	"1995"	"1995"	"Jul"	"7"	89.25	77.23
	"Flagler County, FL"	"12035"	"1995"	"1995"	"Aug"	"8"	87.72	76.65
	"Flagler County, FL"	"12035"	"1995"	"1995"	"Sep"	"9"	85.26	75.60
	"Flagler County, FL"	"12035"	"1995"	"1995"	"Oct"	"10"	81.49	69.71
	"Flagler County, FL"	"12035"	"1995"	"1995"	"Nov"	"11"	72.04	55.54
	"Flagler County, FL"	"12035"	"1995"	"1995"	"Dec"	"12"	67.01	51.83
"Total"	"Flagler County, FL"	"12035"	"1995"	"1995"			78.76	64.29
	"Flagler County, FL"	"12035"	"1996"	"1996"	"Jan"	"1"	66.63	48.26
	"Flagler County, FL"	"12035"	"1996"	"1996"	"Feb"	"2"	69.96	48.46
	"Flagler County, FL"	"12035"	"1996"	"1996"	"Mar"	"3"	69.26	50.77
	"Flagler County, FL"	"12035"	"1996"	"1996"	"Apr"	"4"	76.98	58.24
	"Flagler County, FL"	"12035"	"1996"	"1996"	"May"	"5"	84.24	68.95
	"Flagler County, FL"	"12035"	"1996"	"1996"	"Jun"	"6"	86.16	73.81
	"Flagler County, FL"	"12035"	"1996"	"1996"	"Jul"	"7"	90.37	75.25
	"Flagler County, FL"	"12035"	"1996"	"1996"	"Aug"	"8"	86.69	76.05
	"Flagler County, FL"	"12035"	"1996"	"1996"	"Sep"	"9"	86.15	74.47
	"Flagler County, FL"	"12035"	"1996"	"1996"	"Oct"	"10"	80.30	66.35
	"Flagler County, FL"	"12035"	"1996"	"1996"	"Nov"	"11"	73.97	59.40
	"Flagler County, FL"	"12035"	"1996"	"1996"	"Dec"	"12"	70.38	54.69
"Total"	"Flagler County, FL"	"12035"	"1996"	"1996"			78.44	62.93
	"Flagler County, FL"	"12035"	"1997"	"1997"	"Jan"	"1"	68.92	52.70
	"Flagler County, FL"	"12035"	"1997"	"1997"	"Feb"	"2"	73.95	58.92
	"Flagler County, FL"	"12035"	"1997"	"1997"	"Mar"	"3"	79.18	63.42
	"Flagler County, FL"	"12035"	"1997"	"1997"	"Apr"	"4"	76.62	59.43
	"Flagler County, FL"	"12035"	"1997"	"1997"	"May"	"5"	82.67	67.05
	"Flagler County, FL"	"12035"	"1997"	"1997"	"Jun"	"6"	85.60	73.43
	"Flagler County, FL"	"12035"	"1997"	"1997"	"Jul"	"7"	89.09	77.84
	"Flagler County, FL"	"12035"	"1997"	"1997"	"Aug"	"8"	87.97	77.03
	"Flagler County, FL"	"12035"	"1997"	"1997"	"Sep"	"9"	86.48	74.12
	"Flagler County, FL"	"12035"	"1997"	"1997"	"Oct"	"10"	80.04	66.39
	"Flagler County, FL"	"12035"	"1997"	"1997"	"Nov"	"11"	72.25	56.76
	"Flagler County, FL"	"12035"	"1997"	"1997"	"Dec"	"12"	66.64	51.88
"Total"	"Flagler County, FL"	"12035"	"1997"	"1997"			79.15	64.95
	"Flagler County, FL"	"12035"	"1998"	"1998"	"Jan"	"1"	68.99	52.85
	"Flagler County, FL"	"12035"	"1998"	"1998"	"Feb"	"2"	68.04	51.17
	"Flagler County, FL"	"12035"	"1998"	"1998"	"Mar"	"3"	70.29	52.33
	"Flagler County, FL"	"12035"	"1998"	"1998"	"Apr"	"4"	78.71	60.21
	"Flagler County, FL"	"12035"	"1998"	"1998"	"May"	"5"	87.72	67.03
	"Flagler County, FL"	"12035"	"1998"	"1998"	"Jun"	"6"	95.48	75.13
	"Flagler County, FL"	"12035"	"1998"	"1998"	"Jul"	"7"	91.43	77.07
	"Flagler County, FL"	"12035"	"1998"	"1998"	"Aug"	"8"	88.85	77.09
	"Flagler County, FL"	"12035"	"1998"	"1998"	"Sep"	"9"	86.46	75.16
	"Flagler County, FL"	"12035"	"1998"	"1998"	"Oct"	"10"	82.17	68.96
	"Flagler County, FL"	"12035"	"1998"	"1998"	"Nov"	"11"	78.74	65.08
	"Flagler County, FL"	"12035"	"1998"	"1998"	"Dec"	"12"	74.00	60.00
"Total"	"Flagler County, FL"	"12035"	"1998"	"1998"			80.97	65.25
	"Flagler County, FL"	"12035"	"1999"	"1999"	"Jan"	"1"	71.44	54.08
	"Flagler County, FL"	"12035"	"1999"	"1999"	"Feb"	"2"	71.45	52.90
	"Flagler County, FL"	"12035"	"1999"	"1999"	"Mar"	"3"	72.51	51.24
	"Flagler County, FL"	"12035"	"1999"	"1999"	"Apr"	"4"	81.50	60.82
	"Flagler County, FL"	"12035"	"1999"	"1999"	"May"	"5"	83.04	65.73
